CustomerID,LocationID,Gender,Age,Married,NumberOfDependents,NumberOfReferrals
7521-YXVZY,923,Male,38,No,3,0
7524-VRLPL,924,Male,71,No,0,0
7526-BEZQB,571,Male,39,No,0,0
7526-IVLYU,164,Male,46,No,0,0
7527-QNRUS,124,Male,33,Yes,3,8
7529-ZDFXI,1218,Male,79,Yes,0,1
7530-HDYDS,930,Female,26,No,0,0
7531-GQHME,629,Male,34,No,0,0
7534-BFESC,76,Male,69,No,0,0
7537-CBQUZ,877,Male,68,No,0,0
7537-RBWEA,1290,Female,19,No,0,0
7538-GWHML,1119,Female,52,No,0,0
7541-YLXCL,997,Male,25,No,0,0
7542-CYDDM,858,Male,61,No,0,0
7544-ZVIKX,1598,Male,33,Yes,2,2
7547-EKNFS,1194,Male,37,Yes,0,1
7548-SEPYI,88,Female,62,No,0,0
7549-MYGPK,442,Female,48,Yes,0,3
7550-WIQVA,1583,Male,34,Yes,1,3
7551-DACSP,1054,Male,49,Yes,1,1
7551-JOHTI,192,Female,54,No,0,0
7552-KEYGT,1197,Male,53,Yes,0,1
7554-AKDQF,1329,Female,27,Yes,0,9
7554-NEWDD,973,Male,44,No,0,0
7558-IMLMT,319,Male,48,Yes,2,6
7560-QJAVJ,839,Female,60,No,0,0
7560-QRBXH,1075,Female,32,No,0,0
7562-GSUHK,282,Female,40,No,0,0
7562-UXTPG,1394,Female,40,No,0,0
7563-BIUPC,76,Male,30,No,0,0
7564-GHCVB,365,Female,27,Yes,0,5
7566-DSRLQ,1334,Female,54,Yes,0,7
7567-ECMCM,1268,Male,23,No,0,0
7568-PODML,1620,Male,34,No,0,0
7569-NMZYQ,118,Female,33,Yes,3,1
7570-WELNY,1524,Female,52,Yes,0,1
7571-YXDAD,1005,Female,37,No,0,0
7572-KPVKK,1413,Male,44,No,1,0
7576-ASEJU,329,Female,38,Yes,0,10
7576-JMYWV,36,Female,76,Yes,1,7
7576-OYWBN,1002,Male,71,No,0,0
7577-SWIFR,2,Male,49,No,0,0
7579-KKLOE,1610,Male,59,Yes,0,7
7579-OOPEC,460,Female,75,Yes,0,1
7580-UGXNC,760,Female,73,No,0,0
7581-EBBOU,708,Female,49,No,0,0
7586-ZATGZ,1319,Male,59,No,0,0
7587-AOVVU,386,Male,39,Yes,1,0
7587-RZNME,1599,Male,23,No,0,0
7590-VHVEG,85,Female,36,Yes,0,0
7593-JNWRU,1557,Male,61,Yes,1,5
7593-XFKDI,1335,Male,39,No,0,0
7594-LZNWR,1336,Male,67,No,0,0
7594-RQHXR,441,Female,20,No,0,0
7595-EHCDL,1580,Male,48,Yes,2,10
7595-EUIVN,549,Female,53,No,0,0
7596-IIWYC,558,Female,62,No,0,0
7596-LDUXP,668,Female,61,No,0,0
7596-ZYWBB,1295,Female,19,No,0,0
7598-UAASY,1333,Male,19,Yes,0,1
7599-FKVXZ,649,Male,54,Yes,0,1
7599-NTMDP,1523,Female,32,Yes,2,6
7601-DHFWZ,9,Female,54,No,0,0
7601-GNDYK,1479,Male,52,Yes,3,1
7601-WFVZV,1217,Male,35,No,0,0
7602-DBTOU,1529,Female,46,Yes,0,2
7602-MVRMB,774,Female,62,Yes,1,9
7603-USHJS,951,Male,27,No,1,0
7605-BDWDC,853,Female,35,No,0,0
7605-SNLQG,1578,Female,42,Yes,0,6
7606-BPHHN,855,Male,39,No,0,0
7607-QKKTJ,892,Male,25,Yes,2,6
7608-RGIRO,985,Male,62,No,1,0
7609-NRNCA,1528,Female,21,No,0,0
7609-YBPXG,1062,Male,60,No,0,0
7610-TVOPG,64,Male,48,No,0,0
7611-YKYTC,1621,Male,50,Yes,2,1
7613-LLQFO,660,Male,41,No,0,0
7614-QVWQL,3,Male,57,Yes,0,2
7615-ESMYF,128,Female,23,Yes,0,1
7617-EYGLW,528,Male,62,No,0,0
7619-ODSGN,473,Male,63,Yes,2,1
7619-PLRLP,1544,Female,41,Yes,0,3
7621-VPNET,1407,Female,60,Yes,0,8
7622-FWGEW,1018,Male,71,Yes,0,8
7622-NXQZR,1100,Male,29,No,0,0
7623-HKYRK,1555,Male,46,No,1,0
7623-TRNQN,1311,Male,34,No,1,0
7625-XCQRH,1273,Female,48,No,0,0
7627-JKIAZ,316,Female,62,Yes,0,0
7629-WFGLW,281,Female,80,Yes,0,10
7629-WIXZF,1012,Female,32,No,0,0
7632-MNYOY,843,Male,69,No,0,0
7632-YUTXB,1207,Female,52,Yes,2,7
7633-MVPUY,413,Male,50,Yes,0,1
7634-HLQJR,1527,Female,52,Yes,1,1
7634-WSWDB,806,Female,22,No,1,0
7636-OWBPG,526,Male,79,No,0,0
7636-PEPNS,680,Female,44,Yes,3,7
7636-XUHWW,740,Male,56,No,0,0
7638-QVMVY,1619,Female,63,No,0,0
7639-LIAYI,971,Male,23,No,0,0
7639-OPLNG,642,Male,56,Yes,0,8
7639-SUPCW,29,Female,32,No,0,0
7641-EUYET,1613,Male,76,Yes,0,3
7641-TQFHN,650,Male,21,No,1,0
7643-RCHXS,330,Female,31,Yes,3,0
7644-OMVMY,566,Male,56,Yes,1,5
7647-GYYKX,942,Female,48,Yes,4,1
7649-PHJVR,1170,Male,22,No,0,0
7649-SIJJF,723,Male,36,Yes,0,5
7654-YWJUF,1427,Male,61,Yes,0,6
7657-DYEPJ,594,Male,73,No,0,0
7658-UYUQS,470,Male,71,Yes,0,0
7660-HDPJV,750,Female,51,No,0,0
7661-CPURM,83,Male,49,No,0,0
7663-CUXZB,1461,Male,34,Yes,0,9
7663-RGWBC,348,Male,44,No,0,0
7663-YJHSN,1527,Female,33,Yes,0,10
7663-ZTEGJ,124,Male,46,No,0,0
7665-NKLAV,1028,Female,19,Yes,3,5
7665-TOALD,88,Female,25,No,0,0
7665-VIGUD,1467,Male,40,No,0,0
7666-WKRON,836,Female,39,No,0,0
7668-XCFYV,1385,Female,77,Yes,0,9
7669-LCRSD,947,Male,49,Yes,2,5
7670-ZBPOQ,278,Female,59,Yes,0,1
7672-VFMXZ,973,Male,31,Yes,0,6
7673-BQGKU,1224,Female,64,Yes,3,6
7673-LPRNY,831,Female,43,No,0,0
7674-YTAFD,374,Female,64,No,0,0
7675-OZCZG,89,Female,76,No,0,0
7677-SJJJK,1233,Male,26,Yes,0,5
7682-AZNDK,1260,Male,25,Yes,3,5
7683-CBDKJ,1278,Male,42,Yes,1,1
7684-XSZIY,525,Male,53,Yes,3,3
7688-AWMDX,1310,Male,21,Yes,0,5
7690-KPNCU,1020,Male,20,Yes,0,5
7691-KGKGP,735,Male,31,Yes,1,9
7691-XVTZH,168,Female,30,Yes,0,5
7693-LCKZL,931,Male,57,Yes,1,1
7693-QPEFS,1582,Male,75,No,0,0
7694-VLBWQ,778,Male,61,Yes,0,4
7695-PKLCZ,1622,Female,32,No,0,0
7696-AMHOD,89,Female,23,Yes,1,10
7696-CFTAT,413,Male,24,Yes,3,0
7698-YFGEZ,1110,Male,55,No,0,0
7703-ZEKEF,785,Male,47,No,0,0
7706-DZNKK,545,Male,63,No,0,0
7706-YLMQA,702,Female,30,No,0,0
7707-PYBBH,514,Male,49,No,0,0
7710-JSYOA,460,Female,59,Yes,1,0
7711-GQBZC,429,Female,42,Yes,1,1
7711-YIJWC,1421,Male,21,Yes,2,3
7714-YXSMB,1151,Female,60,No,0,0
7716-YTYHG,1531,Female,41,Yes,0,1
7717-BICXI,1519,Male,37,Yes,3,4
7718-RXDGG,1375,Male,54,Yes,0,9
7718-UPSKJ,605,Female,59,Yes,0,9
7721-DVEKZ,1108,Female,42,No,0,0
7721-JXEAW,761,Male,23,Yes,0,1
7722-CVFXN,902,Male,50,Yes,3,9
7722-VJRQD,1397,Male,38,Yes,0,8
7727-SHVZV,643,Female,56,No,0,0
7729-JTEEC,763,Male,33,Yes,1,2
7729-XBTWX,747,Male,62,Yes,2,7
7730-CLDSV,844,Female,61,Yes,2,6
7730-IUTDZ,1001,Male,63,No,0,0
7733-UDMTP,1056,Female,65,No,0,0
7734-DBOAI,1130,Female,42,Yes,2,1
7739-LAXOG,1490,Female,51,Yes,0,1
7740-BTPUX,924,Male,72,Yes,0,7
7740-KKCXF,522,Male,61,Yes,0,9
7742-MYPGI,585,Female,39,Yes,2,3
7743-EXURX,588,Male,47,Yes,1,1
7746-AWNQW,1165,Female,62,No,0,0
7746-QYVCO,391,Male,57,Yes,0,1
7748-UMTRK,503,Female,80,No,1,0
7750-EYXWZ,1262,Female,62,No,0,0
7752-XUSCI,1481,Female,20,No,0,0
7753-USQYQ,501,Male,47,No,0,0
7754-IXRMC,91,Female,39,No,0,0
7758-UJWYS,996,Male,31,Yes,1,10
7758-XKCBS,1216,Male,56,No,0,0
7760-OYPDY,631,Female,32,No,2,0
7762-ONLJY,994,Female,62,Yes,3,5
7762-URZQH,955,Male,30,Yes,0,0
7764-BDPEE,1188,Male,50,No,3,0
7765-LWVVH,1194,Female,39,Yes,2,8
7766-CLTIC,63,Female,58,No,0,0
7767-UXAGJ,590,Male,37,No,0,0
7771-CFQRQ,949,Female,32,Yes,3,0
7771-ZONAT,499,Male,62,No,0,0
7774-OJSXI,1623,Male,53,No,0,0
7776-QGYJC,373,Female,64,Yes,5,7
7776-QWNFX,126,Male,71,Yes,0,1
7777-UNYHB,1147,Female,43,Yes,1,3
7779-LGOVN,1617,Male,74,Yes,0,2
7779-ORAEL,426,Male,77,Yes,0,4
7780-OTDSO,1027,Male,51,Yes,0,1
7781-EWARA,965,Male,19,Yes,3,1
7781-HVGMK,1033,Female,56,Yes,0,5
7783-YKGDV,1117,Female,49,No,0,0
7785-RDVIG,1164,Female,53,Yes,2,5
7786-WBJYI,698,Female,31,No,0,0
7787-BNTZM,370,Male,56,No,0,0
7789-CRUVC,642,Female,77,Yes,0,1
7789-HKSBS,530,Female,79,Yes,0,2
7794-JASDG,214,Male,37,No,0,0
7795-CFOCW,146,Male,53,No,0,0
7797-EJMDP,1589,Female,34,No,0,0
7798-JVXYM,343,Female,52,No,0,0
7799-DSEWS,586,Male,22,No,0,0
7799-LGRDP,530,Female,42,No,0,0
7801-CEDNV,1045,Male,33,Yes,0,10
7801-KICAO,378,Female,43,No,0,0
7802-EFKNY,713,Male,37,Yes,0,1
7803-XOCCZ,325,Female,54,Yes,2,1
7808-DVWEP,643,Male,51,Yes,0,3
7811-JIVPF,272,Female,44,No,0,0
7812-FZHPE,900,Female,31,Yes,2,1
7813-TKCVO,234,Female,23,Yes,0,1
7813-ZGGAW,1562,Male,68,No,0,0
7814-LEEVE,264,Female,60,Yes,0,7
7815-PDTHL,1469,Male,64,No,0,0
7816-VGHTO,1199,Female,61,Yes,2,7
7817-BOQPW,712,Female,32,No,0,0
7817-OMJNA,1093,Male,23,No,0,0
7820-ZYGNY,81,Male,33,No,0,0
7821-DPRQE,429,Male,25,Yes,0,2
7823-JSOAG,1252,Male,39,No,0,0
7824-PANSQ,1093,Male,52,No,0,0
7825-ECJRF,1092,Female,43,No,1,0
7825-GKXMW,567,Female,41,No,0,0
7826-VVKWT,1553,Female,69,Yes,1,9
7831-QGOXH,1301,Female,27,No,0,0
7833-PKIHD,1448,Male,59,Yes,0,1
7838-LAZFO,1414,Male,38,Yes,0,6
7839-NUIAA,1443,Female,27,Yes,1,1
7839-QRKXN,1603,Female,62,No,0,0
7841-FCRQD,980,Female,27,Yes,0,1
7841-TZDMQ,324,Male,19,No,0,0
7845-URHJN,1547,Female,24,Yes,0,1
7850-THJMU,1283,Female,40,Yes,2,4
7850-VWJUU,1345,Female,37,No,0,0
7851-FLGGQ,808,Male,49,No,0,0
7851-WZEKY,321,Female,32,No,0,0
7852-LECYP,1415,Male,79,Yes,0,8
7853-GVUDZ,146,Female,55,Yes,1,1
7853-OETYL,967,Female,40,Yes,0,2
7853-WNZSY,1572,Male,58,No,0,0
7854-EDSSA,57,Male,46,No,0,0
7854-EKTJL,1455,Female,31,No,5,0
7854-FOKSF,1535,Male,54,No,0,0
7855-DIWPO,1159,Female,60,No,0,0
7856-GANIL,1457,Male,71,Yes,0,1
7858-GTZSP,197,Female,33,No,0,0
7860-KSUGX,1074,Male,25,Yes,0,1
7860-UXCRM,951,Male,22,Yes,2,9
7861-UVUFT,1159,Female,36,Yes,0,1
7868-BGSZA,753,Male,30,Yes,0,7
7868-TMWMZ,1132,Female,69,Yes,0,2
7869-ZYDST,133,Male,33,Yes,0,0
7872-BAAZR,1003,Female,49,Yes,1,10
7872-RDDLZ,910,Female,68,No,0,0
7873-CVMAW,1204,Male,61,No,0,0
7874-ECPQJ,1600,Female,57,No,2,0
7876-AEHIG,19,Female,48,No,0,0
7876-BEUTG,1279,Female,34,No,0,0
7876-DNYAP,742,Female,29,Yes,2,7
7878-JGDKK,1371,Male,38,No,0,0
7878-RTCZG,1289,Female,55,No,0,0
7879-CGSFV,1483,Male,19,No,0,0
7880-XSOJX,377,Male,50,No,0,0
7881-EVUAD,1570,Female,49,No,0,0
7881-INRLC,1153,Male,34,No,0,0
7883-ROJOC,17,Female,33,Yes,0,0
7890-VYYWG,1071,Male,67,Yes,0,1
7892-POOKP,655,Female,23,Yes,3,0
7892-QVYKW,1160,Female,25,Yes,1,10
7893-IXHRQ,1336,Male,53,No,0,0
7895-VONWT,1440,Female,20,No,0,0
7898-PDWQE,1267,Male,22,Yes,0,2
7901-HXJVA,1606,Male,20,No,0,0
7901-IIDQV,1122,Male,28,No,0,0
7901-TBKJX,1362,Male,76,No,0,0
7903-CMPEY,1350,Male,78,Yes,0,1
7905-NJMXS,1260,Male,68,Yes,0,2
7905-TVXTA,856,Female,63,No,0,0
7908-QCBCA,1412,Female,47,Yes,0,1
7909-FIOIY,151,Female,21,Yes,1,4
7912-SYRQT,1500,Female,35,No,0,0
7916-VCCPB,581,Female,58,Yes,1,6
7919-ZODZZ,1595,Female,32,Yes,2,1
7921-BEPCI,1274,Female,40,No,0,0
7921-LMDFQ,1052,Male,69,No,0,0
7923-IYJWY,622,Male,68,No,0,0
7924-GJZFI,1311,Female,75,Yes,0,7
7925-PNRGI,1574,Female,51,Yes,2,9
7926-IJOOU,995,Male,50,No,0,0
7927-AUXBZ,1615,Female,45,No,0,0
7928-VJYAB,1575,Male,44,Yes,1,9
7929-DMBCV,1476,Female,45,Yes,0,6
7929-SKFGK,792,Male,23,Yes,0,10
7931-PXHFC,143,Male,46,No,0,0
7932-WPTDS,182,Female,77,Yes,0,1
7938-OUHIO,1341,Male,28,No,0,0
7940-UQQUG,1108,Female,42,Yes,2,4
7941-RCJOW,1380,Male,34,No,0,0
7943-RQCHR,432,Female,34,No,0,0
7945-HLKEA,431,Female,29,No,0,0
7945-PRBVF,401,Male,47,No,0,0
7950-XWOVN,194,Male,60,No,0,0
7951-QKZPL,1355,Female,21,Yes,0,1
7951-VRDVK,1518,Female,26,No,0,0
7952-OBOYL,933,Male,24,No,0,0
7954-MLBUN,817,Male,41,No,0,0
7956-XQWGU,1392,Male,43,No,0,0
7957-RYHQD,268,Female,65,No,0,0
7963-GQRMY,146,Female,19,Yes,0,1
7963-SHNDT,439,Female,63,No,0,0
7964-VEXDG,1561,Male,61,No,2,0
7964-YESJC,93,Female,21,Yes,0,6
7964-ZRKKG,1031,Male,44,Yes,0,1
7966-YOTQW,1348,Male,29,No,0,0
7967-HYCDE,1551,Male,26,No,0,0
7968-QUXNS,1297,Male,24,No,0,0
7969-AULMZ,173,Female,63,No,0,0
7969-FFOWG,1061,Male,30,Yes,0,2
7971-HLVXI,186,Male,62,Yes,2,4
7973-DZRKH,732,Female,20,No,1,0
7975-JMZNT,508,Male,19,Yes,0,1
7975-TZMLR,1266,Male,37,No,0,0
7976-CICYS,546,Male,49,No,0,0
7977-HXJKU,1306,Male,45,No,2,0
7978-DKUQH,1489,Female,26,Yes,0,7
7979-CORPM,759,Male,40,No,0,0
7980-MHFLQ,1222,Female,42,Yes,3,5
7982-VCELR,989,Female,20,No,0,0
7989-AWGEH,1372,Male,24,Yes,2,8
7989-CHGTL,76,Male,52,No,0,0
7989-VCQOH,1581,Male,29,Yes,1,3
7993-NQLJE,870,Male,39,Yes,1,7
7993-PYKOF,1021,Male,20,Yes,0,1
7994-UYIVZ,934,Male,62,Yes,0,1
7994-XIRTR,1102,Male,79,No,0,0
7995-ZHHNZ,1611,Male,56,Yes,0,1
7996-BPXHY,1325,Female,44,Yes,3,5
7996-MHXLW,632,Female,51,No,0,0
7997-EASSD,669,Female,56,Yes,0,1
7998-WNZEM,1472,Male,51,No,0,0
7998-ZLXWN,1456,Female,21,Yes,0,3
8000-REIQB,128,Female,73,No,0,0
8003-EWNDZ,1354,Female,52,No,0,0
8006-PYCSW,162,Female,60,No,0,0
8007-YYPWD,1365,Female,52,No,0,0
8008-ESFLK,176,Female,43,Yes,0,1
8008-HAWED,1302,Male,38,No,0,0
8008-OTEZX,1601,Female,30,Yes,2,1
8010-EZLOU,1192,Male,75,No,0,0
8012-SOUDQ,480,Female,65,No,0,0
8015-IHCGW,121,Female,53,Yes,1,1
8016-NCFVO,1603,Male,70,No,0,0
8016-ZMGMO,224,Female,73,Yes,0,0
8017-LXHFA,698,Female,77,No,0,0
8017-UVSZU,1382,Female,62,Yes,0,5
8019-ENHXU,535,Male,50,Yes,0,1
8020-BWHYL,709,Female,70,No,0,0
8022-BECSI,976,Male,62,No,0,0
8023-QHAIO,1607,Female,72,Yes,0,7
8024-XNAFQ,981,Female,66,No,0,0
8028-PNXHQ,751,Male,40,Yes,0,4
8029-XYPWT,1368,Male,72,Yes,0,1
8033-ATFAS,210,Female,32,Yes,2,4
8033-VCZGH,1430,Male,27,Yes,0,0
8034-RYTVV,757,Female,19,No,0,0
8035-BUYVG,1070,Male,39,Yes,0,1
8035-PWSEV,1188,Female,60,No,0,0
8039-ACLPL,359,Female,29,Yes,0,6
8039-EQPIM,619,Male,22,Yes,0,7
8040-MNRTF,1288,Female,47,No,0,0
8041-TMEID,1376,Male,73,Yes,0,1
8042-JVNFH,1152,Male,23,No,0,0
8042-RNLKO,1620,Male,40,No,0,0
8043-PNYSD,667,Male,48,Yes,2,4
8044-BGWPI,1240,Male,50,Yes,2,8
8046-DNVTL,950,Male,56,Yes,0,8
8048-DSDFQ,139,Male,63,No,0,0
8049-WJCLQ,1346,Male,50,Yes,2,5
8050-DVOJX,24,Male,67,No,0,0
8050-WYBND,969,Female,55,No,2,0
8050-XGRVL,1411,Female,22,Yes,3,5
8051-HJRLT,279,Female,72,No,0,0
8053-WWDRO,177,Female,62,Yes,0,1
8058-DMYRU,588,Male,69,No,0,0
8058-INTPH,177,Female,57,No,0,0
8058-JMEQO,567,Female,76,No,0,0
8059-UDZFY,1082,Female,73,No,2,0
8060-HIWJJ,1318,Male,35,No,0,0
8062-YBDOE,734,Male,70,No,0,0
8063-GBATB,585,Female,74,No,0,0
8063-RJYNF,881,Male,27,No,0,0
8064-RAVOH,1531,Male,44,No,3,0
8065-BVEPF,707,Male,80,No,0,0
8065-QBYTO,1521,Female,68,No,0,0
8065-YKXKD,182,Female,39,No,0,0
8066-POXGX,1403,Female,28,No,0,0
8067-NIOYM,1062,Female,51,Yes,3,9
8069-RHUXK,1611,Female,55,Yes,0,5
8069-YQQAJ,805,Male,63,No,0,0
8070-AAWZP,10,Male,68,Yes,0,3
8071-SBTRN,1100,Female,63,No,0,0
8073-IJDCM,155,Female,44,No,0,0
8075-GXIUB,1551,Male,79,Yes,0,3
8076-FEZKJ,1525,Male,58,No,0,0
8079-XRJRS,553,Male,39,Yes,0,5
8080-DDEMJ,1123,Male,71,No,0,0
8080-POTJR,62,Female,59,No,0,0
8082-GHXOP,1542,Male,20,No,1,0
8083-YTZES,61,Male,52,No,0,0
8084-OIVBS,109,Female,31,No,0,0
8085-MSNLK,1173,Female,21,Yes,0,3
8086-OVPWV,128,Male,58,No,0,0
8087-LGYHQ,1481,Male,40,No,0,0
8089-UZWLX,1572,Female,75,No,0,0
8091-TTVAX,1013,Male,39,Yes,0,7
8092-NLTGF,1216,Male,25,No,0,0
8095-WANWK,478,Female,46,No,0,0
8096-LOIST,1213,Female,57,No,0,0
8097-OMULG,316,Male,63,Yes,2,1
8097-VBQTZ,1368,Male,61,No,0,0
8098-LLAZX,76,Female,74,No,0,0
8098-TDCBU,1099,Female,55,Yes,0,9
8099-MZPUJ,922,Male,49,Yes,2,10
8100-HZZLJ,1316,Female,26,No,1,0
8100-PNJMH,1309,Male,39,Yes,0,2
8104-OSKWT,1084,Female,61,No,0,0
8106-GWQOK,1416,Male,47,Yes,0,5
8107-KNCIM,1325,Male,73,Yes,0,8
8107-RZLNV,741,Male,22,Yes,0,10
8108-UXRQN,571,Female,23,Yes,1,1
8109-YUOHE,630,Male,58,No,0,0
8111-BKVDS,124,Female,31,No,0,0
8111-RKSPX,193,Male,20,No,0,0
8111-SLLHI,1339,Male,65,Yes,0,1
8118-LSUEL,1598,Male,74,No,0,0
8118-TJAFG,247,Male,33,Yes,1,1
8120-JDCAM,1161,Male,42,Yes,1,1
8123-QBNAZ,1221,Female,39,Yes,1,4
8124-NZVGJ,1057,Female,29,No,0,0
8125-QPFJD,1171,Female,36,Yes,0,7
8128-YVJRG,621,Female,61,No,0,0
8129-GMVGI,1279,Female,58,Yes,3,10
8132-YPVBX,856,Female,28,No,0,0
8133-ANHHJ,1109,Female,77,No,0,0
8138-EALND,1518,Male,35,No,0,0
8143-ETQTI,1135,Female,24,Yes,3,9
8144-DGHXP,883,Female,46,No,0,0
8146-QQKZH,790,Female,25,Yes,0,4
8148-BPLZQ,1624,Male,34,No,0,0
8148-NLEGT,294,Female,47,Yes,3,1
8148-WOCMK,557,Male,54,Yes,3,1
8149-AIQCG,1087,Male,43,No,0,0
8149-RSOUN,887,Female,49,No,0,0
8150-QUDFX,476,Male,27,No,0,0
8152-UOBNY,1612,Female,66,No,0,0
8152-VETUR,471,Female,26,Yes,0,7
8155-IBNHG,425,Female,55,Yes,0,1
8158-WPEZG,1423,Male,20,No,0,0
8160-HOWOX,1331,Female,30,No,0,0
8161-QYMTT,1580,Male,55,No,0,0
8164-OCKUJ,613,Female,45,Yes,2,1
8165-CBKXO,1512,Male,35,Yes,3,4
8165-ZJRNM,527,Female,62,Yes,1,7
8166-ORCHU,1436,Male,73,Yes,0,10
8166-ZZTFS,1044,Female,74,Yes,0,1
8167-GJLRN,1353,Male,19,No,0,0
8168-UQWWF,1500,Female,48,No,2,0
8169-SAEJD,912,Male,79,Yes,0,10
8173-RXAYP,1148,Female,51,Yes,1,8
8174-LNWMW,1361,Female,52,No,0,0
8174-TBVCF,319,Female,30,Yes,0,7
8178-EYZUO,1507,Male,48,No,0,0
8180-AKMJV,1463,Female,27,No,0,0
8181-YHCMF,314,Female,44,Yes,0,8
8182-BJDSI,1083,Female,56,No,0,0
8182-PNAGI,1478,Male,50,No,0,0
8183-ONMXC,128,Female,41,No,0,0
8184-WMOFI,1167,Male,47,Yes,0,0
8185-UPYBR,1410,Male,33,Yes,0,4
8189-DUKMV,311,Female,52,Yes,0,8
8189-HBVRW,1155,Female,50,No,0,0
8189-XRIKE,1307,Female,80,No,0,0
8190-ZTQFB,1349,Male,50,No,0,0
8191-XWSZG,941,Female,57,No,0,0
8194-PEEBY,762,Female,38,Yes,3,1
8197-BFWVU,1253,Female,62,Yes,0,2
8198-RKSZG,1191,Female,43,Yes,3,8
8199-ZLLSA,45,Male,53,No,0,0
8200-KLNYW,1543,Female,55,Yes,0,7
8200-LGKSR,329,Male,47,Yes,0,6
8201-AAXCB,1240,Male,55,Yes,3,1
8203-XJZRC,1574,Male,44,No,0,0
8204-TIFGJ,454,Female,38,No,0,0
8204-YJCLA,231,Male,78,Yes,0,1
8205-MQUGY,994,Male,39,Yes,3,8
8205-OTCHB,859,Male,51,No,0,0
8205-VSLRB,1171,Male,22,Yes,0,2
8207-DMRVL,1257,Male,47,Yes,3,1
8207-VVMYB,1520,Female,44,Yes,0,1
8208-EUMTE,1601,Male,45,No,0,0
8212-CRQXP,396,Female,20,Yes,0,1
8212-DJRCH,1569,Male,33,Yes,1,1
8213-TAZPM,693,Female,45,Yes,1,5
8215-NGSPE,194,Female,63,Yes,1,3
8216-AZUUZ,1053,Female,42,Yes,3,1
8217-QYOHV,1548,Male,27,No,0,0
8218-FFJDS,835,Female,21,Yes,0,6
8219-VYBVI,1169,Male,52,No,3,0
8220-OCUFY,152,Female,30,No,0,0
8221-EQDGL,1166,Male,27,Yes,0,4
8221-HVAYI,1508,Male,60,Yes,0,0
8224-DWCKX,1255,Male,78,No,0,0
8224-IVVPA,1555,Female,35,No,0,0
8224-KDLKN,1490,Male,22,Yes,2,3
8224-UAXBZ,1259,Female,55,Yes,0,7
8225-BTJAU,1207,Male,75,No,0,0
8226-BXGES,1578,Male,30,Yes,0,5
8229-BUJHX,1220,Female,60,Yes,1,8
8229-MYEJZ,933,Female,44,No,0,0
8229-TNIQA,876,Female,36,No,0,0
8231-BSWXX,275,Male,44,No,0,0
8232-CTLKO,632,Female,58,Yes,2,9
8232-UTFOZ,1347,Male,24,No,0,0
8234-GSZYK,974,Male,39,No,0,0
8237-ULIXL,995,Female,21,Yes,0,1
8241-JUIQO,12,Female,24,No,0,0
8242-JSVBO,1528,Male,22,No,0,0
8242-PDSGJ,1009,Male,47,Yes,0,1
8242-SOQUO,141,Female,73,No,0,0
8245-UMPYT,663,Female,66,No,0,0
8246-SHFGA,755,Male,24,No,0,0
8249-THVEC,241,Male,38,Yes,3,3
8250-ZNGGW,992,Female,79,No,0,0
8257-RZAHR,1516,Female,51,Yes,0,1
8258-GSTJK,617,Male,74,No,0,0
8259-DZLIZ,946,Female,53,Yes,2,10
8259-NFJTV,337,Female,37,Yes,1,8
8260-NGFNY,405,Female,29,No,0,0
8261-GWDBQ,733,Female,70,Yes,0,1
8262-COGGB,257,Male,53,No,0,0
8263-JQAIK,195,Male,66,No,0,0
8263-OKETD,1015,Female,44,No,0,0
8263-QMNTJ,173,Male,46,Yes,0,2
8265-HKSOW,1532,Female,35,Yes,2,1
8266-VBFQL,328,Male,55,No,0,0
8267-KFGYD,83,Male,53,No,1,0
8267-ZNYVZ,619,Female,47,Yes,0,1
8268-YDIXR,394,Male,45,Yes,0,1
8270-RKSAP,1006,Male,30,No,0,0
8272-ONJLV,204,Male,57,No,0,0
8276-MQBYC,591,Male,70,No,0,0
8277-RVRSV,1268,Female,22,Yes,1,3
8280-MQRQN,939,Female,39,No,0,0
8285-ABVLB,865,Female,34,Yes,0,0
8286-AFUYI,1603,Male,33,No,0,0
8290-YWKHZ,89,Female,69,Yes,0,1
8292-FRFZQ,961,Female,19,No,0,0
8292-ITGYJ,958,Female,48,Yes,1,7
8292-TYSPY,521,Male,55,No,0,0
8294-UIMBA,957,Female,64,No,0,0
8295-FHIVV,1264,Male,63,No,0,0
8295-KMENE,382,Female,33,Yes,1,0
8305-VHZBZ,752,Male,55,No,0,0
8309-IEYJD,1609,Female,73,No,0,0
8309-PPCED,1387,Female,33,Yes,0,1
8311-UEUAB,1441,Female,24,Yes,0,5
8313-AFGBW,1344,Male,55,Yes,0,10
8313-KTIHG,554,Male,54,No,0,0
8313-NDOIA,1618,Female,48,No,0,0
8314-DPQHL,1581,Male,61,No,0,0
8314-HTWVE,225,Female,38,Yes,1,2
8316-BBQAY,1322,Female,45,No,0,0
8317-BVKSO,1136,Male,27,No,0,0
8318-LCNBW,1372,Male,53,Yes,0,5
8319-QBEHW,1516,Male,32,No,3,0
8325-QRPZR,346,Female,56,No,0,0
8327-LZKAS,997,Female,80,Yes,0,1
8327-WKMIE,74,Male,36,No,0,0
8328-SKJNO,353,Male,61,No,1,0
8329-GWVPJ,1424,Female,39,Yes,3,8
8329-IBCTI,861,Female,50,No,0,0
8329-UTMVM,1135,Male,76,No,0,0
8331-ZXFOE,717,Female,56,No,0,0
