ServiceID,ServiceHash,PhoneService,MultipleLines,InternetService,InternetType,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData
489,5a98b6cf65dbf16dda48d45845bd275eb39df6c7267fb251530715d226191975,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes
490,58b2115e4ff9741b9926aa8578a6c609c4beafcac2cbe3801a874210001750bf,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,No,No,No,No
491,ef1a5220cc1af59bcc59aecc23e4a162d79874f9f37cdcaf024f28d7a078cd7b,Yes,No,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Yes,Yes
492,6aaab750f99b4540a65a95de575d721ab4cc2f777c5683ae16a823e36bd1d90b,No,,Yes,Cable,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
493,2ce8328e2c43c0c11a22578abaef3b3b7eb168058cc4f53add1dbb08525eddb6,No,,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes
494,c707152bab57d1dce3916d1052b0e3a25cafb763d58ba019f9727e44bd8f168c,Yes,No,Yes,Fiber Optic,Yes,Yes,No,No,No,Yes,No,Yes
495,c9c9b676245e3c2591bd62bfee6d445001ba0dc39dc53c0df32cfdef7566f29e,Yes,No,Yes,DSL,Yes,No,No,No,Yes,Yes,Yes,Yes
496,8bf04c59454ec959e09c451a061050442787542c25e5e973eedc4c1d79c7cdf7,Yes,No,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,No,No,Yes
497,2cc98ae2847c70a4621e0cc641788c7a5bba3f1c81eb60a1afc17c1806bd436f,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
498,39176576b1136076ea5bba0b631be0e6d20984889d3ff3bbbb5eb5b4ced7d04f,Yes,No,Yes,Cable,Yes,Yes,Yes,No,No,No,No,No
499,cf0eea6308857aeaeee29b8eba60d081fdb28000fd87074671047e3708c23783,Yes,No,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,Yes
500,98924fa5d8c7adf439e60b7f1317e06ccd9113cbb922df02e0783316118f5def,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,Yes,No,Yes
501,1207f2037e7d513b733031e873e96247ce8a7600e15801ad8a070fab50d6d694,Yes,No,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes
502,ccada5c721d03250fc361ff4ae95cd9c4d934984f6c11ed71426d02f66472cac,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,Yes,No
503,221232abd88f609af83c835ad16c926dc09ea74325a76132672ee9009eb02d25,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,No
504,3348638a1483b9ca09c55c0feaa10fe8f10a53e13b14413985b5376f587064b4,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
505,cfb227f3f3c0d88732170bc7b45f58a1d81a4a2d49e29356e4324ca59467c529,Yes,Yes,Yes,Cable,No,Yes,Yes,Yes,Yes,Yes,No,Yes
506,bf24725f83122653d07d1fae7d999dced0caab197add239295fa81be0d5c8bd8,No,,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,No
507,2ba0e68175190a5367f16a55033c9b01dbba0dbdebbe3eae6388dec9962e0a89,No,,Yes,DSL,No,No,No,No,No,Yes,No,Yes
508,ca72e6ff870130dd5605ed4690410c546610eec69b1a276255e4a32f56930edb,Yes,Yes,Yes,DSL,Yes,No,No,No,No,No,No,Yes
509,b6a3001b4faa26307c9142b9a3e86c05677a87667eeecc1a9e73bd660ab8ccfa,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,No,No,Yes
510,5e9931a7e1e34da6ecdb2c7b0d41878f2cc0f66de67f3939cae672a4b3c4705b,No,,Yes,DSL,No,Yes,No,No,Yes,No,No,No
511,abb26faa622d86011a17fbf0c4dc89d23221beea6df3ad38c737adc76fba8b0c,Yes,Yes,Yes,DSL,No,Yes,No,No,No,No,No,Yes
512,4a8c751402db3819417e794b5660efcac42e1261e45e8a2b66057546a34ca413,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,No,No,No,Yes
513,0502d8de07e3107854cda3a005b780468d9d89041f5ab5d08d4fb2bd811c57c9,Yes,No,Yes,DSL,Yes,No,Yes,No,No,Yes,Yes,No
514,f8ec4020511c2cad999142bf5f738ddf2b8f6cca520e0668f11ed4f48bc3f83a,No,,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,No
515,8969e21c361b1a2a0b2f45d1687755e7b0bf06e14289f7ab71f103c63b8a314f,Yes,Yes,Yes,Cable,No,No,No,Yes,Yes,Yes,Yes,Yes
516,3b55644f55cac8d44cd3a81a511844232681254ae63df2aa02874bfd2cb2438c,No,,Yes,DSL,No,No,No,No,Yes,Yes,Yes,No
517,4abe6a3ebd6439cf3d23b491b2489a1a35a3967baacf497a3c1272837a1ced8c,No,,Yes,DSL,No,No,No,No,No,Yes,Yes,No
518,6e3fa32ad827a19e67ddd9ac08a8640ece4bd49a0879e68cb22cb2de6b6a9788,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No
519,11e91f90fb4bba7dc4b94f9d1fadd66ee4acbb1852f7c062516b67240c1f8a7f,Yes,Yes,Yes,Fiber Optic,Yes,No,No,No,No,Yes,Yes,Yes
520,771fb1dd7e8d0564643c37b8b24652d906768a9a5ef27fa51483e3bd66f772e0,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
521,30f8f8f67f1fd493d5463bf8c48e3527ddba9ea35783221357a0732de91f6498,Yes,No,Yes,Fiber Optic,No,No,No,No,Yes,No,No,No
522,c45064a860d3629c3691773e13fe84e4087779455f37dd3d8169a89f80e19120,No,,Yes,Cable,No,No,Yes,Yes,Yes,Yes,No,Yes
523,7f4d0ea36e99433bb9abf4b399a308c238c9e9ee401003aefd0eeef5759216a7,Yes,No,Yes,Cable,No,No,Yes,Yes,Yes,No,No,Yes
524,8b3e069341f0bba0bf3433c19b7431054564af970f255d5dc790caa113648493,No,,Yes,Cable,No,No,No,No,No,No,No,No
525,aa7effd07db2818ae2042419aaf77ed2a61ec297e7748c8a5a4fe61a674cb46e,Yes,Yes,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes
526,e4982a133d652addd88568a1e2cdb0e30d660ee1a892245d2d59b09154e32d81,No,,Yes,DSL,Yes,No,No,Yes,Yes,No,No,Yes
527,5379fdec5c59de134fe11cef983bf61a3c36347c00172a5025fa78479c977681,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes
528,0ffa3f3c7e9c8f72641184e2fae2158f1e425bf34e218eff626b48fb71681a3c,Yes,No,Yes,Cable,Yes,Yes,No,Yes,No,Yes,Yes,Yes
529,8d82d321021677601bcb2381b7d911fc0294f2f12f0df1396338bcf5e46b582d,Yes,No,Yes,Fiber Optic,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No
530,04a7294b8dd062e3433d5d06909d4744d74fc76481bf62e3ef444927ffbe2ea3,No,,Yes,Cable,Yes,Yes,No,Yes,No,No,No,Yes
531,3c18efdfc6a568b3c96a4860e6e9832e2352cc040ba4c9a01a4b1b1f52c44a41,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,Yes,Yes,No,No
532,5c8b82b66be49f2abf1bd30266e6de43f1134f18d8a90980c5203b19ecffbeac,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,No,No,Yes
533,58adac9f9b9da9836feb2b6ce994866ce5ad4d1bfa7c87b54319188c77b45550,Yes,Yes,Yes,Cable,Yes,No,No,Yes,No,No,No,No
534,68457bbb963f3b460d7966f4fc30c7aaadb483b71f4ad6eaba449cb56460fbd0,No,,Yes,DSL,Yes,Yes,No,No,Yes,Yes,Yes,Yes
535,fa7c9b9688dfddefbc4cd108e822f4b76fdc85efa86a4573a49586a175e4db6f,Yes,Yes,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No
536,ffc163b16464c472eeff7186f0551eed309a135a986b5f8641105e79db1889aa,Yes,No,Yes,DSL,Yes,Yes,No,Yes,No,No,No,No
537,6eb7223fc7f0996db76cf2b1698605fdf04719ac6ff79df7b5465137d601f0bd,No,,Yes,DSL,Yes,No,Yes,No,No,No,No,No
538,0a7a373e1139443934dbcba9442c01e0d6e5ef7cc9b316dd98f861f5c1555d2a,Yes,No,Yes,Fiber Optic,No,No,No,No,No,Yes,No,No
539,3b5b6a8957f3833835017ae970c42dfe3f3bdca2e086db82376072a575fc5822,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No
540,3b805f024a3ea413df506de398887b1e16fa68df50328f5c4662cc065b418960,Yes,Yes,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
541,0763b2eb64c67950a84e504a52e001d9eb51eb9c043dad43cedcb102e1f4bf07,Yes,No,Yes,Fiber Optic,Yes,No,No,Yes,No,Yes,Yes,Yes
542,a57ec79efca70afe41c9ae767c2495201287bd18cb0887dad8822ceb96f30d2f,No,,Yes,Cable,No,Yes,Yes,No,No,Yes,No,Yes
543,f6fde4a3580505a86f809083a6d04c75ce65e71de8ac3fac779577b170279d37,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,No
544,8a1a897dcdd82eb711f8e25647a5426a5b49f6b16bec67df5506aa51d0be2682,No,,Yes,DSL,Yes,No,No,No,No,Yes,No,Yes
545,d8f9dbd90b5ac1a30509371b97d57707e6ceb6cf0ab17bc568286b8f16e4915c,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,No,No,No
546,585ccb55c35a4d4ce5c16004cec118790e10699542ce5c080d59d62d40bc1b2d,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,No,Yes,Yes,Yes
547,ff465cc1bc3d777f803dc1d762f8fb136691dd426d633d8433b5627a881e8f28,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,No,Yes,No,Yes
548,738c17e8696566740c9d1342f1b67d7ba06c4ff86d927b8e3114ed89f7159751,No,,Yes,Cable,Yes,No,No,Yes,Yes,Yes,Yes,Yes
549,f37060a0e4ac81b36a93fcb5b57a1fb7a3ec3a5fa8d90208a0e09e0a2b47599b,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,Yes,Yes
550,363a9a1a4276a01e619f46265f5126b2c69971b25ac80e2933c93100d5633b29,Yes,No,Yes,Cable,No,No,No,No,No,No,Yes,No
551,a9b71b48822c0bc261a399f561adcc64dc2a705f01bc3c3a7b065a86a22b9dd1,Yes,No,Yes,DSL,No,No,Yes,Yes,Yes,Yes,No,Yes
552,b1f4668b5046da298bf306306fac5eb8db365862468900bc138817069025a802,Yes,No,Yes,Cable,No,No,No,Yes,No,Yes,Yes,Yes
553,e573fabc3b71c2144ed4dba513b32518cbbe446489e80dae73644169541c0a09,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,No,No,Yes
554,98301a733756402e11929475c945993c7652fac892cc063b81149f60dd779b38,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,No,No,No,Yes
555,bcbf76f6d731536386b5cd3af973e312037c2e691394fec3908f3225df271a06,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,No,Yes
556,9e8b984f107445b1130fe89236daa55d90df01c669b47905d9251769cb1b5390,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,Yes,Yes,No,No
557,5231847db976a071a360946b14db7591abfe7b03ae52c4a7776f62adaaf01234,No,,Yes,Cable,No,No,No,No,Yes,No,No,Yes
558,57ef361de4134352c8ded9f9aeec86c9f6420b975909c5a2023529aa493abcea,No,,Yes,Cable,Yes,No,Yes,No,Yes,Yes,Yes,No
559,6206774172fe1fb2575fecf81e148453af92ef8b737a4850c6a389824f2ed0ae,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,No,No,Yes,Yes
560,c7053283a45938799a9bf9bb4f534f9900e997b87bdccaab7e95bc93a4f3b37e,Yes,No,Yes,Fiber Optic,Yes,No,No,No,No,Yes,No,Yes
561,da3ce27921e8f685eb763ed54395d2a5bbe964bfeb19d85c50058059f701b358,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,Yes,Yes,Yes,No
562,ca00b8919d11c41aab1002fb150ea5a75f7e32940a8141771b82f53ad7b0e78a,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,No,No,No
563,b894d8a6ac9325e5721a93fa9730a710707ad0240ac8e5a2b21a2be1298191d8,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,Yes,No,No,No,No
564,f7ff1d141def7ca8756814b3f30bc2f72ecfc0254c1983806a5ecb7505f08119,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,Yes
565,445493025653164271ad0489ac8006f621674f09d429f030f5a105283740fe7f,Yes,Yes,Yes,Fiber Optic,No,No,No,Yes,No,No,Yes,Yes
566,ae7bde2e903f3ed8963eb92651f1e727b5ca8efcf2184e2345ffee402458027e,Yes,No,Yes,Fiber Optic,No,No,Yes,No,No,Yes,Yes,No
567,7548edfd1ad5487199c637a1413df8a6a25868bfb29d46b4f3549409d5d43ad1,Yes,Yes,Yes,DSL,Yes,No,Yes,No,Yes,Yes,Yes,No
568,57b7e423a55ea4e273140e0d95996d9e5dae7e2eccb608d417cd5da44337d5f9,Yes,Yes,Yes,Cable,Yes,No,Yes,No,Yes,No,No,Yes
569,d197a7602efe0fc06378b744e20cb7416941d3de7b05acc59ce5ee19dbb8e533,Yes,No,Yes,Cable,No,No,Yes,No,Yes,Yes,Yes,No
570,053a150736588e43b890bdcc9327bda3377045b810efc57d2e0104d06a5b1e61,No,,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes
571,fdca26b48cd25a60a8e8a7a6fe0e7f93e703972b4ca64538f049bae88a1eacda,Yes,No,Yes,DSL,Yes,Yes,No,Yes,Yes,No,No,No
572,e0ddd5e60e05dd7a6e92d0974277fc42630e8886b5a3efe4bf2a81063805eed3,Yes,No,Yes,Cable,Yes,Yes,No,No,Yes,Yes,Yes,Yes
573,9ddb69d211d264d60e745ebfbdf357923d5fa6228ab546e276bbaeee7415ca3e,Yes,No,Yes,DSL,No,No,No,Yes,No,Yes,Yes,Yes
574,96a6e7379f24590a341950a8c2c533176e63b24e8418e4e1292d8de30834e850,Yes,No,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes
575,738374aba8b05eb00329153381d0a55a49a22215a38f5f46bd15e9a4aedafc87,Yes,Yes,Yes,Fiber Optic,No,No,Yes,No,Yes,No,No,No
576,79e12fcce758318a2b262a9a8ce453f0c13f7078f20dcd8e6b4198626a6584b2,Yes,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,No,Yes
577,3494cfce656d89c8daeac57f7964b3bd89697cd37897709855e1d334f0cb8e04,Yes,Yes,Yes,Cable,No,Yes,Yes,No,No,No,No,Yes
578,d651d36c507d4ff03eba8b25b3a67df270d7e0680c6ba56bfa3abd0c22eba750,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,Yes,No,Yes
579,32824c901ffd6aaadd4576f7f0d4f287242e3da8514f18d9837c0d2e9619714a,Yes,Yes,Yes,Fiber Optic,Yes,Yes,Yes,No,No,Yes,Yes,No
580,7afa824fc77fee43f5e272842037c7c0d98a81477ae2030518b99a17ef56b71e,Yes,No,Yes,DSL,No,Yes,No,No,No,No,No,No
581,c713f35776fd3996d707a61514d39a3433651bb7a9741908a43a4d51b6375731,Yes,No,Yes,Fiber Optic,No,Yes,Yes,No,Yes,No,Yes,Yes
582,b44c97c8b4118c9f544d5b64d9e329c31034b268715cf4c32aeb826abd2d219d,Yes,Yes,Yes,Cable,Yes,Yes,Yes,No,Yes,Yes,No,Yes
583,042a6e7002114e671d338ad61f9961e65c22e07d4359e542dedbad7f21fa6544,Yes,Yes,Yes,DSL,No,No,No,No,No,No,Yes,No
584,a4f86bf63eb28de3a0040f9ec74f6a13135a7b08fd1216ac441e144d0218efe0,No,,Yes,Cable,No,No,No,No,Yes,Yes,Yes,Yes
585,2154cbc9ebbf538ad84b1ede2542ca0ab9d91d6b285e3469413b028758e7609e,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,No,Yes,Yes,Yes
586,1ba7c075b695d0e3bc153f55d773e060a3daf7c5b3c03287eab8b62ee5bea660,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
587,29a0be52145b7b006c41f7695b8a56780a6d0307219ec71880f445ed3b4d05ad,Yes,No,Yes,Fiber Optic,Yes,No,Yes,No,No,Yes,Yes,Yes
588,9eb03770334c04dbfe4b84cd5bd4c2ecd0c6b43c5a4b09384eada236228bccbd,No,,Yes,DSL,Yes,Yes,No,No,No,Yes,Yes,Yes
589,da3c3c1befb70bf587d4b9b6e76a8c7ff8b825c5bc1365435bab2b01023b6f94,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,No,No,No,Yes
590,5135761cc1ab839df81fac8ac7f9edd8ef3f84d6cc1c6ea40321d143bb19d3db,Yes,No,Yes,DSL,No,No,Yes,No,Yes,Yes,Yes,No
591,19dae44e1b0beeee6dfa6a171856eb69a8e9216c089c123d86a0edce6d8db515,Yes,No,Yes,Cable,No,No,No,No,No,No,No,No
592,939e5c7d673d3251c1ad1ee68116ad7dc6b8abf03cc8b54747200910f151195b,Yes,No,Yes,DSL,Yes,Yes,No,No,No,Yes,No,Yes
593,9d137abebb59948c70ccacad4aabfcee27f90d20e29b48f55671e309aaec2dd3,No,,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,No
594,f4aade4245167aeb861971a514b756335e32f532d68a934ba2d4ca0015bbf743,Yes,No,Yes,Fiber Optic,No,Yes,No,Yes,Yes,No,Yes,Yes
595,435e263f678f08ecc4c8a07855ed828b0babb5e07e2726f92956d0a989c00b98,Yes,No,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,No
596,a387be3df915bef3db3fe94c948a58761b73a51db68b0f324593c8a583c13a9f,Yes,No,Yes,Fiber Optic,No,No,Yes,No,Yes,Yes,No,Yes
597,abd62d2299a62458f5e474597438276eb5013e06a72091150f8ac1dc7e29c6dc,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
598,6d93bff09bbd61c7c8d9132197600c3ff0078a3b5305f13583421a6dc6b4a140,Yes,No,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
599,5c05ebf9a21ea81ef4a077addbb55adb7934d3f329ffd3af7a38c20800e9db04,Yes,No,Yes,DSL,No,No,No,Yes,Yes,Yes,Yes,Yes
600,528637eb38ebffe884b4baa62eaf7396c37de9e25d5c7010fd9cd6c77e8c02e0,No,,Yes,DSL,No,No,No,Yes,No,No,No,No
601,b2eed485846dd801509631ef32732c3fb1cd3bc8539dd815179bc07855d7a063,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,Yes,Yes,Yes,No,Yes
602,b9409ae3e2009c5e05c4fd5e0db80d72be3b95a5e0ee68f7db1e8c5209376f8d,No,,Yes,Cable,No,Yes,Yes,No,No,Yes,Yes,Yes
603,ed3a5903f15fa19d852c33ef3df4392b88be5e3628683fb89e888c18708c3901,Yes,Yes,Yes,Fiber Optic,No,Yes,No,No,No,No,Yes,Yes
604,fa4e24a1de7a7d1c43da7adcdefd21d93d0e1f4ecf02bf5c411b512cf045a52e,Yes,Yes,Yes,DSL,No,Yes,Yes,No,Yes,Yes,No,Yes
605,c9775c9ee654c5b6fab692fb38877dec510ed86a29190f8c7d31877dc7b2855a,Yes,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes,Yes,No
606,6b6044675658474fa47b860ad3939e84676e91ecd5fa50fb72a4b477279a2f00,Yes,Yes,Yes,Fiber Optic,No,No,No,No,Yes,Yes,No,No
607,07496d253cc884097964b766f3cf54d5b9cd06a0abbac1faf16d74014619bc7b,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,Yes,Yes,Yes,No,No
608,fab8f99be08a6824b95c7cafc74083dd6ceab088c507b9756540ff4101ace2a2,Yes,Yes,Yes,Cable,Yes,No,No,No,No,Yes,Yes,Yes
609,bcf05457eef6fa41e5ba23c3bd3fd084a24196df33fde3c159be13b701c07e57,No,,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,No,Yes
610,a365561d5f1499ff6a9e5d21cbaea4c3c057f9a01ec71e00049b13f1157d053f,Yes,Yes,Yes,Fiber Optic,No,No,Yes,Yes,Yes,No,No,Yes
611,1ae8276b4dc78ed1d70cfaeb21d755b75f4f074e2d60baad81152eeedd642939,Yes,No,Yes,DSL,No,Yes,No,No,No,Yes,Yes,Yes
612,54757e9b36794c434bb8bbdf4d701d596e2152c6dd40b9444018822814ee8c5c,Yes,No,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No
613,266e8f98b25fca6cc1b3c2ec8609a8538a5c15f3124e81f920ab4e2dafd987a3,Yes,Yes,Yes,Cable,No,No,Yes,No,No,No,No,Yes
614,f5e2b74bf40aa2d58839f6e9556b05828ae4fda6f294671d725a9dcbfc8c5984,Yes,Yes,Yes,Fiber Optic,Yes,No,Yes,No,Yes,Yes,No,Yes
615,6a3d59ce31648bb1a23926bdc5c8ebf92ab59618aa7a839b3339450843f394a3,Yes,No,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
616,1e9348f1aa72064b826fb21939269146781477d902f8c8e34e852c5356f9d104,No,,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes,Yes,No
617,8fb98888731ac06898d68cb0eb58debbde6dd21dd597789db04aed7bf0e2aa8a,No,,Yes,DSL,No,Yes,Yes,No,No,Yes,No,Yes
618,6735126526f1894f2823c898e5ed0c1b7dd802aad7a1c3cdbe92ef7479b539c5,Yes,No,Yes,Cable,No,Yes,Yes,Yes,No,Yes,Yes,Yes
619,5b46f25c4262ad226db3ccf8df60dd7067275bf26d1f5daf744e0ef0ab783911,Yes,Yes,Yes,Cable,Yes,Yes,No,No,Yes,No,No,Yes
620,9dcc0c61cb680f4c953d61b2899d9a0dd9aac2a75c03c858ae967c0137d5c527,Yes,Yes,Yes,Cable,Yes,Yes,No,Yes,Yes,No,No,Yes
621,5805fa8c44d899fe6fa10f2ee533dc144ae37880afd1b7e258386181d65aa9e9,No,,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes
622,7db8b3c6514652bb02635f8abae97b22569a929dfbb1845b9f82c6f803f1caf2,No,,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes,Yes,No
623,8c242df797ffc4e3da6424de1f6a7d511e227568c8e004639baa3fcf539427ed,Yes,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No,No,Yes
624,d668439720efb392de4589a843e6492a1dc194048554be69affd0c5bbafae608,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,Yes
625,594a527e34c76fd0ac2aba2b843d9bf520fcb9b385ad042df32240ef4c57e340,Yes,No,Yes,Fiber Optic,Yes,No,Yes,Yes,No,Yes,No,No
626,c5196fb4b7fd4bdaaea3c09c1e6ab61637b48a3320a2f137e8772bca057346cf,No,,Yes,Cable,No,Yes,Yes,No,Yes,Yes,Yes,No
627,d820a36068c8803558123236d21e3ba29e609fd9aabcc820f0d75a980edf3e0d,Yes,No,Yes,Fiber Optic,Yes,No,No,No,Yes,No,Yes,No
628,82e64c52cb389fe158e749982916e66d93af1edfd304fd953506e3214f9facdf,No,,Yes,DSL,No,Yes,Yes,Yes,No,Yes,Yes,Yes
629,5ba417cac385fe4f4abaf252e2277315d2fd16b20ab3512d309de90461084904,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,Yes,Yes,Yes,No
630,fdd444dcca4125867449ff6b8cdeb61af2dbd57eed4aa85d663b519df43c155b,Yes,Yes,Yes,Cable,Yes,Yes,No,No,No,No,No,Yes
631,c72fde5790081ba62981330ca596e86b10d6c3194336dd1e01c307e7668e66ba,Yes,Yes,Yes,Cable,No,Yes,Yes,No,Yes,Yes,No,No
632,27ff4a7418523618578628c1359410f5c7ad809a568928472f330b02e92938b3,Yes,No,Yes,DSL,No,No,Yes,Yes,No,Yes,Yes,No
633,0859bcedac25de962c8c7bf4c0f086927412419cf885b731d61f053579b7fec1,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,No,Yes
634,1eea119fdb8eaf5f559e580c4b654de2f45b732ffb803b02680d30d52162c191,Yes,No,Yes,DSL,Yes,Yes,No,No,No,No,Yes,Yes
635,0b0a95d7cf98cbe7eced60febf0af0c4c4c233db4d681c0e6cad0d4aa49ba82d,No,,Yes,DSL,No,Yes,No,No,No,Yes,Yes,No
636,e9e5bee47d3959a3d5114ae313924a66d4f519000195891e17daf5101e7d15f4,Yes,Yes,Yes,DSL,No,No,No,No,No,Yes,Yes,No
637,7a8426b2a3ac72413e2ddfbe4af1a4e166d167a4aa49df9225e36fc3fc7eba01,Yes,Yes,Yes,Fiber Optic,No,Yes,Yes,No,Yes,Yes,No,No
638,d8dca35540c155b0c2bc113c1c52bab7d532aa4bcf65642498da545462dd1900,No,,Yes,DSL,Yes,No,No,No,Yes,No,No,Yes
639,b027082b67186bd19194a9ef4e05e9a07d1c33f7e79cd9aead2a6509f1ab2fb8,Yes,No,Yes,DSL,No,No,No,Yes,No,No,No,No
640,5d118362c2ca1499ab15c61c211a9c4a8a0a4e124d2c11e85fcbcaa9844b1859,Yes,Yes,Yes,Cable,No,Yes,No,No,No,No,No,No
641,f516ae49541962384b602815b7059b553ad077877584a2be1b1f4c29a93cb66d,Yes,Yes,Yes,Fiber Optic,Yes,No,No,Yes,Yes,No,No,Yes
642,f40e1c353beb4e3e184fa303e0968bf0588f2c42055a11853553a6ae68163c2f,Yes,Yes,Yes,Fiber Optic,Yes,Yes,No,No,Yes,Yes,Yes,No
643,5feea4a4ca66a80d3539429860d45a5cc9b73681064f8bdfd9f2794df06a73cf,Yes,Yes,Yes,Cable,No,No,Yes,No,Yes,Yes,No,No
644,bd80eb82fa31d79cfe95d549a2bc6ff8cdc1486b5170b4ef3e601d6315628035,Yes,Yes,Yes,Cable,No,Yes,No,Yes,No,Yes,Yes,No
645,b59b2e7eadcdcc876d629e9744b13e509b2efa1df48ac15f9427572c207ed893,No,,Yes,DSL,Yes,Yes,No,Yes,No,Yes,Yes,Yes
646,19db19f82dff314494dbe99b17e0ba1bdf86f9bdb9be8060b7cc714481540cbd,Yes,Yes,Yes,Fiber Optic,No,Yes,No,Yes,No,No,Yes,No
647,4ade22e774c1d2f96d45b97ca9e4b9e1a0e55bb619356a580e217a87e62b2ed7,No,,Yes,Cable,No,No,No,No,No,Yes,Yes,No
648,e197dee40cf8dc4c92aaf42bbf7d514f0e4faa8d66f0f8fb390626507d5152de,Yes,No,Yes,DSL,No,No,No,No,No,Yes,Yes,Yes
649,08c07620b633597631d102dccabdfd30bf97e065199aa6078da644a7dd49bf49,Yes,Yes,Yes,Cable,No,No,No,No,Yes,Yes,Yes,No
650,49c1ebae0d53986393988f9acab479ac86615c0c9c1f33419d66698d8096cdea,Yes,Yes,Yes,Cable,No,No,No,No,Yes,No,No,Yes
651,0a8088ad102a269c156073409952d84eff238e2b010afc99132b25a8851c13e7,No,,Yes,DSL,Yes,Yes,No,Yes,No,No,Yes,No
652,c6bf0fa343d2079b57bf55cd1772e30c61a538d80d6da8c301cf4a8d259cf346,No,,Yes,DSL,No,No,Yes,No,No,Yes,Yes,Yes
653,bf403da7f7293259b2b63009ea6c622fb016a5d3c6781689f93ac632e8a035ef,Yes,Yes,Yes,Cable,Yes,No,Yes,Yes,No,Yes,Yes,Yes
